THEPIZZA	2	115.1	5.0	0	0	0	0	0	0	111.6	4.8	
자연임실치즈피자	2	0	0	0	0	115.1	5.0	0	0	110.5	4.8	
헝그리베어	1	100.0	5.0	0	0	100.0	5.0	0	0	95.1	4.8	
아크플레이스	1	0	0	100.0	5.0	0	0	100.0	5.0	92.9	4.6	
7번가피자	1	80.0	4.0	0	0	100.0	5.0	0	0	95.8	4.8	
청년피자	2	0	0	0	0	115.1	5.0	0	0	106.2	4.6	
살루쪼	1	0	0	100.0	5.0	100.0	5.0	0	0	89.7	4.5	
매덕스피자	2	0	0	0.0	0.0	115.1	5.0	0	0	101.8	4.4	
피클피클	1	0	0	0	0	80.0	4.0	100.0	5.0	88.9	4.4	
구구당	1	0	0	50.0	2.5	0	0	100.0	5.0	92.6	4.6	
파파밸리	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
청류벽	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
보슬보슬	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
슈펜	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
시칠리아	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
이트 피자	1	0	0	100.0	5.0	88.9	4.4	0	0	84.3	4.2	
폴리스	2	0	0	0	0	0	0	0	0	115.1	5.0	
베라피자	2	0	0	0	0	0	0	0	0	115.1	5.0	
피자홈	1	0	0	0	0	100.0	5.0	0	0	98.3	4.9	
부머스	1	100.0	5.0	0	0	0	0	0	0	96.8	4.8	
시고로	1	0	0	0	0	0	0	100.0	5.0	96.7	4.8	
마블몽키	1	0	0	0	0	100.0	5.0	0	0	95.8	4.8	
시그니처랩	1	0	0	0	0	100.0	5.0	0	0	94.4	4.7	
고피자	1	0	0	0	0	100.0	5.0	0	0	93.8	4.7	
리미니가든	1	0	0	0	0	100.0	5.0	0	0	92.9	4.6	
아이수마	1	0	0	100.0	5.0	0	0	0	0	91.7	4.6	
땡스피자	1	100.0	5.0	0	0	0	0	0	0	89.3	4.5	
강남촌닭	1	0	0	0	0	100.0	5.0	0	0	88.9	4.4	
피제리아몰토베네	1	0	0	0	0	0	0	100.0	5.0	87.5	4.4	
칙피스	1	0	0	0	0	0	0	0	0	100.0	5.0	
왕손피자	1	0	0	0	0	0.0	0.0	0	0	100.0	5.0	
빚짜	1	0	0	0	0	0	0	0	0	100.0	5.0	
닐리	1	0	0	0	0	0	0	0	0	100.0	5.0	
WAKE & BAKE	1	0	0	0	0	60.0	3.0	0	0	88.9	4.4	
로드빌	1	0	0	0	0	0.0	0.0	0	0	92.0	4.6	
멜로우가든	1	0	0	100.0	5.0	0	0	0	0	75.0	3.8	
피자송	1	0.0	0.0	0	0	100.0	5.0	0	0	71.4	3.6	
