애슐리W NC	1	100.0	5.0	0	0	85.7	4.3	100.0	5.0	93.0	4.6	
자연별곡	2	0	0	115.1	5.0	115.1	5.0	0	0	101.4	4.4	
석쇠로770	2	115.1	5.0	0	0	115.1	5.0	0	0	97.8	4.2	
한상생고기	1	100.0	5.0	100.0	5.0	75.0	3.8	0	0	90.0	4.5	
야끼화로 안산	3	0.0	0.0	123.9	5.0	112.6	4.5	0	0	96.0	3.9	
뜯어뜯어	2	0	0	0	0	115.1	5.0	0	0	115.1	5.0	
오늘샐러드	1	100.0	5.0	0	0	100.0	5.0	0	0	100.0	5.0	
안산그집쭈꾸미	2	115.1	5.0	0	0	86.3	3.8	0.0	0.0	99.7	4.3	
카츠혼칸	1	0	0	100.0	5.0	100.0	5.0	100.0	5.0	82.2	4.1	
을용이곱창	1	100.0	5.0	0	0	83.3	4.2	0	0	100.0	5.0	
황소불화로구이	2	0	0	0	0	115.1	5.0	0	0	111.2	4.8	
춘	3	0	0	92.9	3.8	0	0	0	0	114.3	4.6	
사이쵸쇼우지	1	0	0	100.0	5.0	100.0	5.0	0	0	94.7	4.7	
홍어한상	1	100.0	5.0	0	0	100.0	5.0	0	0	94.4	4.7	
원조마포생갈비	2	115.1	5.0	0	0	102.3	4.4	0	0	91.2	4.0	
투파인드피터	1	100.0	5.0	90.0	4.5	100.0	5.0	0.0	0.0	78.9	3.9	
골든프라자	1	100.0	5.0	0	0	100.0	5.0	0	0	93.3	4.7	
고돼지	2	0	0	0	0	92.0	4.0	115.1	5.0	91.0	4.0	
에이지너리14	1	0	0	100.0	5.0	50.0	2.5	0	0	100.0	5.0	
진원소우	1	0	0	0	0	100.0	5.0	66.7	3.3	97.2	4.9	
오사카참치	1	100.0	5.0	0	0	100.0	5.0	0	0	91.4	4.6	
세광양대창	1	100.0	5.0	0	0	69.2	3.5	100.0	5.0	79.7	4.0	
쭉삼이네	1	100.0	5.0	0	0	100.0	5.0	0	0	90.0	4.5	
강원도청국장	1	100.0	5.0	0	0	83.3	4.2	0	0	87.7	4.4	
육장장이	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
주곰감자탕	1	0	0	0	0	0	0	100.0	5.0	100.0	5.0	
소소한쌈	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
상범이네가정식백반	1	0	0	0	0	100.0	5.0	0	0	100.0	5.0	
