동두천솥뚜껑삼겹살	4	130.1	5.0	0	0	118.3	4.5	0	0	130.1	5.0	
세겹	2	115.1	5.0	115.1	5.0	115.1	5.0	0	0	113.3	4.9	
삐딱이네돈	2	115.1	5.0	0	0	115.1	5.0	115.1	5.0	111.2	4.8	
두레촌	4	130.1	5.0	0	0	130.1	5.0	0	0	123.5	4.7	
강남대패	5	134.9	5.0	0	0	110.4	4.1	0	0	125.9	4.7	
구이혁명가철든놈제2공장	2	0	0	115.1	5.0	115.1	5.0	115.1	5.0	109.2	4.7	
영동원삼겹살	3	106.2	4.3	0	0	123.9	5.0	123.9	5.0	107.3	4.3	
도호	3	61.9	2.5	116.1	4.7	123.9	5.0	0	0	114.8	4.6	
삼겹살전문점대통령	3	123.9	5.0	0	0	123.9	5.0	0	0	119.1	4.8	
바류식당	3	123.9	5.0	0	0	123.9	5.0	0	0	114.3	4.6	
슐미랭삼	2	0	0	115.1	5.0	115.1	5.0	0	0	115.1	5.0	
민주식당	2	115.1	5.0	0	0	115.1	5.0	0	0	115.1	5.0	
강남갈매기	2	115.1	5.0	0	0	115.1	5.0	0	0	115.1	5.0	
화기애애	2	115.1	5.0	115.1	5.0	0	0	0	0	111.9	4.9	
김명자굴국밥	1	100.0	5.0	0	0	100.0	5.0	100.0	5.0	100.0	5.0	
제주흑다돈	1	0	0	100.0	5.0	100.0	5.0	100.0	5.0	100.0	5.0	
육덕식당	2	115.1	5.0	0	0	115.1	5.0	0	0	110.4	4.8	
칠성식당	1	100.0	5.0	100.0	5.0	100.0	5.0	0	0	96.6	4.8	
신사동 가자	1	100.0	5.0	100.0	5.0	100.0	5.0	0	0	96.3	4.8	
홍콩 비스트로	1	100.0	5.0	0	0	100.0	5.0	100.0	5.0	95.7	4.8	
육첩반상	4	0	0	0	0	120.8	4.6	0	0	125.5	4.8	
돈블랑	1	100.0	5.0	100.0	5.0	100.0	5.0	0	0	94.4	4.7	
호보식당	1	100.0	5.0	100.0	5.0	85.7	4.3	0	0	94.7	4.7	
강남집	1	100.0	5.0	100.0	5.0	100.0	5.0	0	0	92.0	4.6	
제주육	2	115.1	5.0	115.1	5.0	0.0	0.0	0	0	103.5	4.5	
원조부안집	2	115.1	5.0	0	0	104.1	4.5	0	0	105.3	4.6	
솔밭삼겹살	1	100.0	5.0	0	0	50.0	2.5	100.0	5.0	100.0	5.0	
